operation,database,entity,total_time,avg_time,record_count
insert,mongolatest,users,1.8762,1.3e-05,140000
insert,mongolatest,products,3.1068,2.2e-05,140000
insert,mongolatest,orders,2.6016,1.9e-05,140000
insert,mongolatest,reviews,2.6857,1.9e-05,140000
read,mongolatest,users,0.8409,0.000841,1000
read,mongolatest,products,3.8729,0.003873,1000
read,mongolatest,products_by_id,0.8357,0.000836,1000
read,mongolatest,orders,0.8386,0.000839,1000
read,mongolatest,reviews,0.843,0.000843,1000
update,mongolatest,users,0.8619,0.000862,1000
update,mongolatest,products,3.5399,0.00354,1000
update,mongolatest,products_by_id,0.8071,0.000807,1000
update,mongolatest,orders,0.8339,0.000834,1000
update,mongolatest,reviews,0.8672,0.000867,1000
complex,mongolatest,popular_products,0.6501,0.650137,1
complex,mongolatest,avg_product_rating,0.411,0.411031,1
complex,mongolatest,customer_spending,0.5309,0.530917,1
complex,mongolatest,product_search,0.0505,0.050527,1
complex,mongolatest,sales_dashboard,0.1815,0.18146,1
complex,mongolatest,product_recommendations,1.2147,1.214673,1
complex,mongolatest,join_with_comments,11.6049,11.604863,1
delete,mongolatest,users,0.4415,0.000883,500
delete,mongolatest,products,2.2537,0.004507,500
delete,mongolatest,products_by_id,0.4169,0.000834,500
delete,mongolatest,orders,0.4311,0.000862,500
delete,mongolatest,reviews,0.4106,0.000821,500
