operation,database,entity,total_time,avg_time,record_count
insert,mysql,users,4.8582,3.5e-05,140000
insert,mysql,products,2.6554,1.9e-05,140000
insert,mysql,orders,2.8327,2e-05,140000
insert,mysql,order_items,10.9943,2.6e-05,419979
insert,mysql,reviews,5.3846,3.8e-05,140000
read,mysql,users,0.7265,0.000726,1000
read,mysql,products,65.9857,0.065986,1000
read,mysql,products_by_id,0.5678,0.000568,1000
read,mysql,orders,0.6926,0.000693,1000
read,mysql,reviews,0.8029,0.000803,1000
update,mysql,users,0.7175,0.000718,1000
update,mysql,products,90.4315,0.090432,1000
update,mysql,products_by_id,0.5528,0.000553,1000
update,mysql,orders,0.5556,0.000556,1000
update,mysql,reviews,0.6141,0.000614,1000
complex,mysql,popular_products,0.8862,0.886248,1
complex,mysql,avg_product_rating,0.8047,0.804718,1
complex,mysql,customer_spending,1.4965,1.496506,1
complex,mysql,product_search,0.1336,0.133617,1
complex,mysql,sales_dashboard,0.4129,0.412923,1
complex,mysql,product_recommendations,4.2793,4.279309,1
complex,mysql,join_with_comments,1.575,1.575004,1
delete,mysql,reviews,0.3173,0.000635,500
delete,mysql,order_items,0.4317,0.000863,500
delete,mysql,orders,0.3902,0.00078,500
delete,mysql,products,44.5307,0.089061,500
delete,mysql,products_by_id,0.3209,0.000642,500
delete,mysql,users,0.5162,0.001032,500
