operation,database,entity,total_time,avg_time,record_count
insert,postgresql,users,36.8667,0.000461,80000
insert,postgresql,products,36.0705,0.000451,80000
insert,postgresql,orders,37.8134,0.000473,80000
insert,postgresql,order_items,113.3712,0.000472,240321
insert,postgresql,reviews,39.6747,0.000496,80000
read,postgresql,users,0.4698,0.00047,1000
read,postgresql,products,7.9585,0.007958,1000
read,postgresql,products_by_id,0.4685,0.000469,1000
read,postgresql,orders,6.6839,0.006684,1000
read,postgresql,reviews,7.3294,0.007329,1000
update,postgresql,users,0.5221,0.000522,1000
update,postgresql,products,10.3186,0.010319,1000
update,postgresql,products_by_id,0.5009,0.000501,1000
update,postgresql,orders,0.5014,0.000501,1000
update,postgresql,reviews,0.4932,0.000493,1000
complex,postgresql,popular_products,0.2738,0.273757,1
complex,postgresql,avg_product_rating,0.1318,0.131821,1
complex,postgresql,customer_spending,0.5293,0.529342,1
complex,postgresql,product_search,0.0162,0.016168,1
complex,postgresql,sales_dashboard,0.0758,0.075757,1
complex,postgresql,product_recommendations,0.327,0.327022,1
complex,postgresql,join_with_comments,0.2066,0.206649,1
delete,postgresql,reviews,0.244,0.000488,500
delete,postgresql,order_items,9.1929,0.018386,500
delete,postgresql,orders,9.5319,0.019064,500
delete,postgresql,products,973.3615,1.946723,500
delete,postgresql,products_by_id,4.8683,0.009737,500
delete,postgresql,users,13.1107,0.026221,500
