operation,database,entity,total_time,avg_time,record_count
insert,mariadb,users,0.7297,1.8e-05,40000
insert,mariadb,products,0.5546,1.4e-05,40000
insert,mariadb,orders,0.4747,1.2e-05,40000
insert,mariadb,order_items,1.6877,1.4e-05,119731
insert,mariadb,reviews,0.7261,1.8e-05,40000
read,mariadb,users,0.5797,0.00058,1000
read,mariadb,products,15.5048,0.015505,1000
read,mariadb,products_by_id,0.5375,0.000538,1000
read,mariadb,orders,0.5656,0.000566,1000
read,mariadb,reviews,0.5873,0.000587,1000
update,mariadb,users,0.5449,0.000545,1000
update,mariadb,products,17.3191,0.017319,1000
update,mariadb,products_by_id,0.5295,0.000529,1000
update,mariadb,orders,0.5219,0.000522,1000
update,mariadb,reviews,0.5127,0.000513,1000
complex,mariadb,popular_products,0.1474,0.147388,1
complex,mariadb,avg_product_rating,0.0996,0.099604,1
complex,mariadb,customer_spending,0.3627,0.362672,1
complex,mariadb,product_search,0.0402,0.040162,1
complex,mariadb,sales_dashboard,0.0787,0.078681,1
complex,mariadb,product_recommendations,0.5713,0.571263,1
complex,mariadb,join_with_comments,0.405,0.405041,1
delete,mariadb,reviews,0.2534,0.000507,500
delete,mariadb,order_items,0.2738,0.000548,500
delete,mariadb,orders,0.2811,0.000562,500
delete,mariadb,products,7.6294,0.015259,500
delete,mariadb,products_by_id,0.2662,0.000532,500
delete,mariadb,users,0.3022,0.000604,500
