operation,database,entity,total_time,avg_time,record_count
insert,mysql,users,6.1216,3.4e-05,180000
insert,mysql,products,3.3305,1.9e-05,180000
insert,mysql,orders,3.6534,2e-05,180000
insert,mysql,order_items,14.2914,2.6e-05,539441
insert,mysql,reviews,7.303,4.1e-05,180000
read,mysql,users,0.8993,0.000899,1000
read,mysql,products,85.973,0.085973,1000
read,mysql,products_by_id,0.5923,0.000592,1000
read,mysql,orders,0.8183,0.000818,1000
read,mysql,reviews,0.8537,0.000854,1000
update,mysql,users,0.7968,0.000797,1000
update,mysql,products,122.3381,0.122338,1000
update,mysql,products_by_id,0.4421,0.000442,1000
update,mysql,orders,0.6392,0.000639,1000
update,mysql,reviews,0.592,0.000592,1000
complex,mysql,popular_products,1.522,1.522043,1
complex,mysql,avg_product_rating,1.3859,1.385894,1
complex,mysql,customer_spending,4.0207,4.0207,1
complex,mysql,product_search,0.1768,0.176785,1
complex,mysql,sales_dashboard,0.4441,0.444065,1
complex,mysql,product_recommendations,5.885,5.885024,1
complex,mysql,join_with_comments,2.4536,2.453645,1
delete,mysql,reviews,0.3583,0.000717,500
delete,mysql,order_items,0.5778,0.001156,500
delete,mysql,orders,0.453,0.000906,500
delete,mysql,products,72.8984,0.145797,500
delete,mysql,products_by_id,0.3759,0.000752,500
delete,mysql,users,0.9335,0.001867,500
